4.26666666666667e-11	-2.643611431
4.76862745098039e-11	-2.826401234
5.27058823529412e-11	-3.010105848
5.77254901960784e-11	-3.17683816
6.27450980392157e-11	-3.23645401
6.77647058823529e-11	-3.168411732
7.27843137254902e-11	-3.469029665
7.78039215686274e-11	-3.612434626
8.28235294117647e-11	-3.231158018
8.7843137254902e-11	-3.428920746
9.28627450980392e-11	-3.423203707
9.78823529411765e-11	-3.349765778
1.02901960784314e-10	-3.241451263
1.07921568627451e-10	-3.289987087
1.12941176470588e-10	-3.167782307
1.17960784313726e-10	-3.098540545
1.22980392156863e-10	-3.010298014
1.28e-10	-2.777553558
1.33019607843137e-10	-2.980020523
1.38039215686275e-10	-2.907869577
1.43058823529412e-10	-2.772335768
1.48078431372549e-10	-2.594299793
1.53098039215686e-10	-2.446028709
1.58117647058824e-10	-2.436780214
1.63137254901961e-10	-2.222558022
1.68156862745098e-10	-2.252384186
1.73176470588235e-10	-2.093269825
1.78196078431373e-10	-2.13929534
1.8321568627451e-10	-1.976332664
1.88235294117647e-10	-2.065802813
1.93254901960784e-10	-1.703964233
1.98274509803922e-10	-1.902336478
2.03294117647059e-10	-1.652088284
2.08313725490196e-10	-1.524460316
2.13333333333333e-10	-1.810654044
2.18352941176471e-10	-1.656227708
2.23372549019608e-10	-1.56059444
2.28392156862745e-10	-1.589382529
2.33411764705882e-10	-1.447557092
2.3843137254902e-10	-1.470602751
2.43450980392157e-10	-1.335115433
2.48470588235294e-10	-1.223658204
2.53490196078431e-10	-1.52496171
2.58509803921569e-10	-1.171248078
2.63529411764706e-10	-1.452175021
2.68549019607843e-10	-1.05478406
2.7356862745098e-10	-1.085536361
2.78588235294118e-10	-1.209019065
2.83607843137255e-10	-1.19879961
2.88627450980392e-10	-1.327333927
2.93647058823529e-10	-1.007709622
2.98666666666667e-10	-0.9709752202
3.03686274509804e-10	-1.027080774
3.08705882352941e-10	-0.973461628
3.13725490196078e-10	-1.049338579
3.18745098039216e-10	-0.6896836162
3.23764705882353e-10	-0.9968775511
3.2878431372549e-10	-1.322913289
3.33803921568627e-10	-0.8289548159
3.38823529411765e-10	-0.9221808314
3.43843137254902e-10	-0.8931875229
3.48862745098039e-10	-0.9528777003
3.53882352941177e-10	-0.7617278695
3.58901960784314e-10	-0.7520518899
3.63921568627451e-10	-0.9276007414
3.68941176470588e-10	-0.952301681
3.73960784313726e-10	-0.9291521907
3.78980392156863e-10	-0.8251107335
3.84e-10	-0.6255341768
3.89019607843137e-10	-0.5533422232
3.94039215686275e-10	-0.7088696361
3.99058823529412e-10	-0.8744787574
4.04078431372549e-10	-0.9138206244
4.09098039215686e-10	-0.8596580625
4.14117647058824e-10	-0.8109586239
4.19137254901961e-10	-0.9120637774
4.24156862745098e-10	-0.8784372211
4.29176470588235e-10	-0.5958122015
4.34196078431373e-10	-0.6854480505
4.3921568627451e-10	-0.834536314
4.44235294117647e-10	-0.7412955761
4.49254901960784e-10	-0.4249858856
4.54274509803922e-10	-0.5442174077
4.59294117647059e-10	-0.7105149031
4.64313725490196e-10	-0.6864643693
4.69333333333333e-10	-0.6670560837
4.74352941176471e-10	-0.8268610835
4.79372549019608e-10	-0.6169170737
4.84392156862745e-10	-0.644857347
4.89411764705882e-10	-0.7280915976
4.9443137254902e-10	-0.7102528811
4.99450980392157e-10	-0.795280993
5.04470588235294e-10	-0.7648774981
5.09490196078431e-10	-0.9638436437
5.14509803921569e-10	-0.7736173272
5.19529411764706e-10	-0.847946167
5.24549019607843e-10	-0.7608324885
5.2956862745098e-10	-0.6792934537
5.34588235294118e-10	-0.4171495736
5.39607843137255e-10	-0.6573986411
5.44627450980392e-10	-0.8649023175
5.49647058823529e-10	-0.6015431285
5.54666666666667e-10	-0.6522793174
5.59686274509804e-10	-0.5582659245
5.64705882352941e-10	-0.4401429594
5.69725490196078e-10	-0.6828185916
5.74745098039216e-10	-0.7438835502
5.79764705882353e-10	-0.2877115011
5.8478431372549e-10	-0.6962846518
5.89803921568627e-10	-0.3352155685
5.94823529411765e-10	-0.573390305
5.99843137254902e-10	-0.3833188117
6.04862745098039e-10	-0.5044069886
6.09882352941176e-10	-0.6337020993
6.14901960784314e-10	-0.6922261715
6.19921568627451e-10	-0.7770619392
6.24941176470588e-10	-0.6115617156
6.29960784313725e-10	-0.4333138168
6.34980392156863e-10	-0.735638082
6.4e-10	-0.4596152604
